reactor_id,reactor_name,unit_name,plant_name,country,region,latitude,longitude,status,status_group,reactor_type,reactor_type_standardized,technology_family,generation_category,size_category,capacity_mwe,gross_capacity_mwe,net_capacity_mwe,construction_start_date,grid_connection_date,commercial_operation_date,shutdown_date,expected_start_year,age_years,owner,operator,vendor,source_name,source_confidence,source_last_updated,smr_flag,geniv_flag,molten_salt_flag,thorium_potential_flag,fast_reactor_flag
CHI-QINSHAN-UNIT-1,Qinshan-1,Unit 1,Qinshan,China,Asia,30.437,120.954,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,SMR,300.0,320.0,300.0,1985-03-20,1991-12-15,1994-04-01,,1994.0,32.0,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-SANMEN-UNIT-1,Sanmen-1,Unit 1,Sanmen,China,Asia,29.101,121.641,Operating,Operating,PWR,AP1000,Light Water Reactor,Gen III/III+ or modern LWR,Large,1157.0,1250.0,1157.0,2009-04-19,2018-06-30,2018-09-21,,2018.0,8.0,CNNC,CNNC,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-SANMEN-UNIT-2,Sanmen-2,Unit 2,Sanmen,China,Asia,29.101,121.641,Operating,Operating,PWR,AP1000,Light Water Reactor,Gen III/III+ or modern LWR,Large,1157.0,1250.0,1157.0,2009-12-15,2018-08-17,2018-11-05,,2018.0,8.0,CNNC,CNNC,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-SANMEN-UNIT-2B,Sanmen-2b,Unit 2b,Sanmen,China,Asia,29.101,121.641,Under Construction,Construction,PWR,AP1000,Light Water Reactor,Gen III/III+ or modern LWR,Large,1157.0,1250.0,1157.0,2010-01-01,,,,,,CNNC,CNNC,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-SANMEN-UNIT-3,Sanmen-3,Unit 3,Sanmen,China,Asia,29.101,121.641,Under Construction,Construction,PWR,AP1000,Light Water Reactor,Gen III/III+ or modern LWR,Large,1157.0,1250.0,1157.0,2022-07-21,,,,,,CNNC,CNNC,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-SHIDAOWAN-HTR-PM,Shidaowan-HTR,HTR-PM,Shidaowan,China,Asia,37.086,122.688,Operating,Operating,HTGR,HTGR,Gas-Cooled Reactor,Advanced/Gen IV candidate,SMR,200.0,211.0,200.0,2012-12-09,2021-12-20,2023-12-06,,2023.0,3.0,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,True,False,False,False
CHI-TAISHAN-UNIT-1,Taishan-1,Unit 1,Taishan,China,Asia,21.918,112.981,Operating,Operating,PWR,EPR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1660.0,1750.0,1660.0,2009-10-28,2018-06-29,2018-12-13,,2018.0,8.0,TNPJVC,CGN,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-TAISHAN-UNIT-2,Taishan-2,Unit 2,Taishan,China,Asia,21.918,112.981,Operating,Operating,PWR,EPR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1660.0,1750.0,1660.0,2010-04-15,2019-06-23,2019-09-07,,2019.0,7.0,TNPJVC,CGN,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-TIANWAN-UNIT-1,Tianwan-1,Unit 1,Tianwan,China,Asia,34.692,119.455,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1060.0,1126.0,1060.0,2000-10-20,2006-05-12,2007-05-17,,2007.0,19.0,JNPC,JNPC,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-TIANWAN-UNIT-2,Tianwan-2,Unit 2,Tianwan,China,Asia,34.692,119.455,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1060.0,1126.0,1060.0,2000-10-20,2007-08-16,2007-08-16,,2007.0,19.0,JNPC,JNPC,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-TIANWAN-UNIT-3,Tianwan-3,Unit 3,Tianwan,China,Asia,34.692,119.455,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1060.0,1126.0,1060.0,2012-12-27,2018-02-15,2018-02-15,,2018.0,8.0,JNPC,JNPC,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-TIANWAN-UNIT-4,Tianwan-4,Unit 4,Tianwan,China,Asia,34.692,119.455,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1060.0,1126.0,1060.0,2013-09-27,2018-12-22,2018-12-22,,2018.0,8.0,JNPC,JNPC,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-TIANWAN-UNIT-5,Tianwan-5,Unit 5,Tianwan,China,Asia,34.692,119.455,Operating,Operating,PWR,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1060.0,1126.0,1060.0,2015-12-27,2020-07-08,2020-09-08,,2020.0,6.0,JNPC,JNPC,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-TIANWAN-UNIT-6,Tianwan-6,Unit 6,Tianwan,China,Asia,34.692,119.455,Operating,Operating,PWR,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1060.0,1126.0,1060.0,2016-09-07,2021-05-19,2021-05-19,,2021.0,5.0,JNPC,JNPC,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-TIANWAN-UNIT-7,Tianwan-7,Unit 7,Tianwan,China,Asia,34.692,119.455,Under Construction,Construction,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1200.0,1250.0,1200.0,2021-05-19,,,,,,JNPC,JNPC,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-XUDABAO-UNIT-1,Xudabao-1,Unit 1,Xudabao,China,Asia,40.588,120.285,Operating,Operating,PWR,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1060.0,1126.0,1060.0,2007-08-18,2021-05-31,2021-09-30,,2021.0,5.0,CGNPC,CGN,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-XUDABAO-UNIT-2,Xudabao-2,Unit 2,Xudabao,China,Asia,40.588,120.285,Operating,Operating,PWR,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1060.0,1126.0,1060.0,2008-01-15,2022-12-21,2022-12-21,,2022.0,4.0,CGNPC,CGN,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-XUDABAO-UNIT-3,Xudabao-3,Unit 3,Xudabao,China,Asia,40.588,120.285,Under Construction,Construction,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1200.0,1250.0,1200.0,2021-07-19,,,,,,CGNPC,CGN,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-XUDABAO-UNIT-4,Xudabao-4,Unit 4,Xudabao,China,Asia,40.588,120.285,Under Construction,Construction,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1200.0,1250.0,1200.0,2023-06-01,,,,,,CGNPC,CGN,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-YANGJIANG-UNIT-1,Yangjiang-1,Unit 1,Yangjiang,China,Asia,21.705,111.606,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1086.0,1140.0,1086.0,2008-12-16,2013-12-27,2014-03-25,,2014.0,12.0,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-YANGJIANG-UNIT-2,Yangjiang-2,Unit 2,Yangjiang,China,Asia,21.705,111.606,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1086.0,1140.0,1086.0,2009-05-04,2015-06-05,2015-06-05,,2015.0,11.0,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-YANGJIANG-UNIT-3,Yangjiang-3,Unit 3,Yangjiang,China,Asia,21.705,111.606,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1086.0,1140.0,1086.0,2010-11-15,2015-10-01,2016-01-01,,2016.0,10.0,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-YANGJIANG-UNIT-4,Yangjiang-4,Unit 4,Yangjiang,China,Asia,21.705,111.606,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1086.0,1140.0,1086.0,2012-11-17,2017-03-15,2017-03-15,,2017.0,9.0,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-YANGJIANG-UNIT-5,Yangjiang-5,Unit 5,Yangjiang,China,Asia,21.705,111.606,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1086.0,1140.0,1086.0,2013-09-18,2018-07-21,2018-07-21,,2018.0,8.0,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-YANGJIANG-UNIT-6,Yangjiang-6,Unit 6,Yangjiang,China,Asia,21.705,111.606,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1086.0,1140.0,1086.0,2013-12-23,2019-07-31,2019-07-31,,2019.0,7.0,CGNPC,CGN,CGN,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-ZHANGZHOU-UNIT-1,Zhangzhou-1,Unit 1,Zhangzhou,China,Asia,24.1,117.855,Under Construction,Construction,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1126.0,1212.0,1126.0,2019-10-16,,,,,,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CHI-ZHANGZHOU-UNIT-2,Zhangzhou-2,Unit 2,Zhangzhou,China,Asia,24.1,117.855,Under Construction,Construction,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1126.0,1212.0,1126.0,2020-09-04,,,,,,CNNC,CNNC,CNNC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CZE-DUKOVANY-UNIT-1,Dukovany-1,Unit 1,Dukovany,Czech Republic,Other,49.088,16.147,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,440.0,500.0,440.0,1974-01-01,1985-03-22,1985-05-03,,1985.0,41.0,CEZ,CEZ,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CZE-DUKOVANY-UNIT-2,Dukovany-2,Unit 2,Dukovany,Czech Republic,Other,49.088,16.147,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,440.0,500.0,440.0,1977-01-01,1985-12-09,1986-01-14,,1986.0,40.0,CEZ,CEZ,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CZE-DUKOVANY-UNIT-3,Dukovany-3,Unit 3,Dukovany,Czech Republic,Other,49.088,16.147,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,440.0,500.0,440.0,1979-03-01,1986-12-17,1987-01-01,,1987.0,39.0,CEZ,CEZ,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CZE-DUKOVANY-UNIT-4,Dukovany-4,Unit 4,Dukovany,Czech Republic,Other,49.088,16.147,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,440.0,500.0,440.0,1981-01-01,1987-07-19,1987-09-19,,1987.0,39.0,CEZ,CEZ,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CZE-TEMELIN-UNIT-1,Temelin-1,Unit 1,Temelin,Czech Republic,Other,49.071,14.374,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1000.0,1078.0,1000.0,1987-11-01,2002-06-10,2002-12-10,,2002.0,24.0,CEZ,CEZ,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
CZE-TEMELIN-UNIT-2,Temelin-2,Unit 2,Temelin,Czech Republic,Other,49.071,14.374,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1000.0,1078.0,1000.0,1987-11-01,2002-12-18,2003-04-18,,2003.0,23.0,CEZ,CEZ,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
EGY-EL-DABAA-UNIT-1,El Dabaa-1,Unit 1,El Dabaa,Egypt,Africa,31.041,28.497,Under Construction,Construction,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1114.0,1200.0,1114.0,2022-07-20,,,,,,NPPA,NPPA,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
EGY-EL-DABAA-UNIT-2,El Dabaa-2,Unit 2,El Dabaa,Egypt,Africa,31.041,28.497,Under Construction,Construction,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1114.0,1200.0,1114.0,2022-11-19,,,,,,NPPA,NPPA,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
EGY-EL-DABAA-UNIT-3,El Dabaa-3,Unit 3,El Dabaa,Egypt,Africa,31.041,28.497,Planned,Planned,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1114.0,1200.0,1114.0,,,,,,,NPPA,NPPA,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FIN-LOVIISA-UNIT-1,Loviisa-1,Unit 1,Loviisa,Finland,Other,60.404,26.37,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,496.0,535.0,496.0,1971-05-01,1977-02-09,1977-05-09,,1977.0,49.0,Fortum,Fortum,IVO/Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FIN-LOVIISA-UNIT-2,Loviisa-2,Unit 2,Loviisa,Finland,Other,60.404,26.37,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,496.0,535.0,496.0,1972-08-01,1980-01-05,1981-01-05,,1981.0,45.0,Fortum,Fortum,IVO/Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FIN-OLKILUOTO-UNIT-1,Olkiluoto-1,Unit 1,Olkiluoto,Finland,Other,61.235,21.445,Operating,Operating,BWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,Large,880.0,910.0,880.0,1976-02-01,1978-09-02,1979-10-02,,1979.0,47.0,TVO,TVO,ABB Atom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FIN-OLKILUOTO-UNIT-1R,Olkiluoto-1r,Unit 1r,Olkiluoto,Finland,Other,61.235,21.445,Planned,Planned,BWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,Large,890.0,930.0,890.0,,,,,,,TVO,TVO,ABB,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FIN-OLKILUOTO-UNIT-2,Olkiluoto-2,Unit 2,Olkiluoto,Finland,Other,61.235,21.445,Operating,Operating,BWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,Large,890.0,920.0,890.0,1975-11-01,1980-02-10,1982-07-10,,1982.0,44.0,TVO,TVO,ABB Atom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FIN-OLKILUOTO-UNIT-3,Olkiluoto-3,Unit 3,Olkiluoto,Finland,Other,61.235,21.445,Operating,Operating,PWR,EPR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1600.0,1720.0,1600.0,2005-08-12,2022-03-12,2023-04-16,,2023.0,3.0,TVO,TVO,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-BELLEVILLE-UNIT-1,Belleville-1,Unit 1,Belleville,France,Europe,47.506,2.874,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1310.0,1362.0,1310.0,1980-05-01,1987-06-14,1988-06-06,,1988.0,38.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-BELLEVILLE-UNIT-2,Belleville-2,Unit 2,Belleville,France,Europe,47.506,2.874,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1310.0,1362.0,1310.0,1980-08-01,1988-01-06,1988-07-01,,1988.0,38.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-BLAYAIS-UNIT-1,Blayais-1,Unit 1,Blayais,France,Europe,45.255,-0.691,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,910.0,951.0,910.0,1977-01-01,1981-06-12,1981-12-12,,1981.0,45.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-BLAYAIS-UNIT-2,Blayais-2,Unit 2,Blayais,France,Europe,45.255,-0.691,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,910.0,951.0,910.0,1977-08-01,1982-07-17,1983-02-01,,1983.0,43.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-BLAYAIS-UNIT-3,Blayais-3,Unit 3,Blayais,France,Europe,45.255,-0.691,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,910.0,951.0,910.0,1978-06-01,1983-07-14,1983-11-14,,1983.0,43.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-BLAYAIS-UNIT-4,Blayais-4,Unit 4,Blayais,France,Europe,45.255,-0.691,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,910.0,951.0,910.0,1979-01-01,1983-10-16,1983-10-16,,1983.0,43.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-BUGEY-UNIT-2,Bugey-2,Unit 2,Bugey,France,Europe,45.797,5.272,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,880.0,937.0,880.0,1971-11-01,1978-05-10,1979-03-10,,1979.0,47.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-BUGEY-UNIT-3,Bugey-3,Unit 3,Bugey,France,Europe,45.797,5.272,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,880.0,937.0,880.0,1972-09-01,1978-09-01,1979-03-01,,1979.0,47.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-BUGEY-UNIT-4,Bugey-4,Unit 4,Bugey,France,Europe,45.797,5.272,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,880.0,937.0,880.0,1974-06-01,1979-03-11,1979-07-11,,1979.0,47.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-BUGEY-UNIT-5,Bugey-5,Unit 5,Bugey,France,Europe,45.797,5.272,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,880.0,937.0,880.0,1974-07-01,1979-07-03,1980-01-03,,1980.0,46.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CATTENOM-UNIT-1,Cattenom-1,Unit 1,Cattenom,France,Europe,49.402,6.22,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1300.0,1362.0,1300.0,1979-11-01,1986-11-13,1987-04-01,,1987.0,39.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CATTENOM-UNIT-2,Cattenom-2,Unit 2,Cattenom,France,Europe,49.402,6.22,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1300.0,1362.0,1300.0,1980-05-01,1987-09-17,1988-02-01,,1988.0,38.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CATTENOM-UNIT-3,Cattenom-3,Unit 3,Cattenom,France,Europe,49.402,6.22,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1300.0,1362.0,1300.0,1982-01-01,1990-07-06,1991-07-06,,1991.0,35.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CATTENOM-UNIT-4,Cattenom-4,Unit 4,Cattenom,France,Europe,49.402,6.22,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1300.0,1362.0,1300.0,1983-06-01,1991-05-27,1992-01-27,,1992.0,34.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CHINON-UNIT-B1,Chinon-B1,Unit B1,Chinon,France,Europe,47.239,0.178,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,905.0,954.0,905.0,1977-01-01,1982-11-30,1984-02-01,,1984.0,42.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CHINON-UNIT-B2,Chinon-B2,Unit B2,Chinon,France,Europe,47.239,0.178,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,905.0,954.0,905.0,1977-03-01,1983-11-14,1984-08-01,,1984.0,42.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CHINON-UNIT-B3,Chinon-B3,Unit B3,Chinon,France,Europe,47.239,0.178,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,905.0,954.0,905.0,1980-03-01,1987-02-20,1987-03-04,,1987.0,39.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CHINON-UNIT-B4,Chinon-B4,Unit B4,Chinon,France,Europe,47.239,0.178,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,905.0,954.0,905.0,1981-02-01,1988-03-14,1988-04-01,,1988.0,38.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CHOOZ-UNIT-B1,Chooz-B1,Unit B1,Chooz,France,Europe,49.903,4.789,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1500.0,1561.0,1500.0,1984-03-01,1996-08-30,2000-05-15,,2000.0,26.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CHOOZ-UNIT-B2,Chooz-B2,Unit B2,Chooz,France,Europe,49.903,4.789,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1500.0,1561.0,1500.0,1985-12-01,1997-04-10,2000-09-29,,2000.0,26.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CIVAUX-UNIT-1,Civaux-1,Unit 1,Civaux,France,Europe,46.457,0.652,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1495.0,1561.0,1495.0,1988-10-15,1997-12-24,2002-01-24,,2002.0,24.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CIVAUX-UNIT-2,Civaux-2,Unit 2,Civaux,France,Europe,46.457,0.652,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1495.0,1561.0,1495.0,1991-04-01,1999-12-23,2002-04-23,,2002.0,24.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CRUAS-UNIT-1,Cruas-1,Unit 1,Cruas,France,Europe,44.637,4.759,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,915.0,956.0,915.0,1978-08-01,1983-04-28,1984-04-02,,1984.0,42.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CRUAS-UNIT-2,Cruas-2,Unit 2,Cruas,France,Europe,44.637,4.759,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,915.0,956.0,915.0,1978-11-01,1984-09-06,1984-04-11,,1984.0,42.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-CRUAS-UNIT-4,Cruas-4,Unit 4,Cruas,France,Europe,44.637,4.759,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,915.0,956.0,915.0,1979-11-01,1984-10-27,1984-11-11,,1984.0,42.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-DAMPIERRE-UNIT-1,Dampierre-1,Unit 1,Dampierre,France,Europe,47.733,2.518,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,890.0,937.0,890.0,1975-02-01,1980-09-23,1980-09-23,,1980.0,46.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-DAMPIERRE-UNIT-2,Dampierre-2,Unit 2,Dampierre,France,Europe,47.733,2.518,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,890.0,937.0,890.0,1975-08-01,1981-02-10,1981-02-10,,1981.0,45.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-DAMPIERRE-UNIT-3,Dampierre-3,Unit 3,Dampierre,France,Europe,47.733,2.518,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,890.0,937.0,890.0,1975-10-01,1981-01-30,1981-05-27,,1981.0,45.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-DAMPIERRE-UNIT-4,Dampierre-4,Unit 4,Dampierre,France,Europe,47.733,2.518,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,890.0,937.0,890.0,1976-01-01,1981-08-18,1981-11-18,,1981.0,45.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
FRA-FESSENHEIM-UNIT-1,Fessenheim-1,Unit 1,Fessenheim,France,Europe,47.903,7.564,Shutdown,Shutdown,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,880.0,920.0,880.0,1971-09-01,1977-04-06,1978-04-01,2020-02-22,1978.0,48.0,EDF,EDF,Framatome,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
